name,description,image,attribute::Grid Dominion,attribute::Cloaking Power,attribute::Code Stratagem,attribute::Veil Assault,attribute::Pulse Fortitude,attribute::Reward Modulation
Genesis Key Card #460,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Partial Scheme,Subtle Slash,Radiant Tenacity,Genesis
Genesis Key Card #461,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Phantom Stratagem,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #462,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Fierce Breach,Phantom Command,Genesis
Genesis Key Card #463,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Partial Scheme,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #464,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #465,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Fading Mist,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #466,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Deep Camouflage,Intact Blueprint,Radiant Charge,Iron Constitution,Genesis
Genesis Key Card #467,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #468,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Phantom Stratagem,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #469,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Partial Scheme,Radiant Charge,Silent Endurance,Genesis
Genesis Key Card #470,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Fading Mist,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #471,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Intact Blueprint,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #472,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Masterful Hack,Fierce Breach,Resonant Stamina,Genesis
Genesis Key Card #473,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #474,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Stealth Barrier,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #475,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Partial Scheme,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #476,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #477,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #478,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Fierce Breach,Radiant Tenacity,Genesis
Genesis Key Card #479,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Phantom Invisibility,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #480,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Intact Blueprint,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #481,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Quiet Shadow,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #482,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Surgical Strike,Radiant Tenacity,Genesis
Genesis Key Card #483,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Emerging Tactic,Radiant Charge,Silent Endurance,Genesis
Genesis Key Card #484,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Partial Scheme,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #485,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Intact Blueprint,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #486,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Phantom Invisibility,Partial Scheme,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #487,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Quiet Shadow,Emerging Tactic,Radiant Charge,Iron Constitution,Genesis
Genesis Key Card #488,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Masterful Hack,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #489,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Emerging Tactic,Subtle Slash,Phantom Command,Genesis
Genesis Key Card #490,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Fading Mist,Emerging Tactic,Radiant Charge,Silent Endurance,Genesis
Genesis Key Card #491,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Partial Scheme,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #492,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Quiet Shadow,Emerging Tactic,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #493,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Phantom Overthrow,Resonant Stamina,Genesis
Genesis Key Card #494,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #495,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Intact Blueprint,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #496,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Masterful Hack,Subtle Slash,Radiant Tenacity,Genesis
Genesis Key Card #497,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Fading Mist,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #498,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Intact Blueprint,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #499,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #500,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Masterful Hack,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #501,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #502,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Masterful Hack,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #503,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Quiet Shadow,Masterful Hack,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #504,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Masterful Hack,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #505,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Intact Blueprint,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #506,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #507,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Deep Camouflage,Emerging Tactic,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #508,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #509,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Phantom Invisibility,Emerging Tactic,Phantom Overthrow,Radiant Tenacity,Genesis
Genesis Key Card #510,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Phantom Overthrow,Silent Endurance,Genesis
Genesis Key Card #511,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Partial Scheme,Subtle Slash,Phantom Command,Genesis
Genesis Key Card #512,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Subtle Slash,Radiant Tenacity,Genesis
Genesis Key Card #513,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Partial Scheme,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #514,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Deep Camouflage,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #515,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Emerging Tactic,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #516,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Fading Mist,Partial Scheme,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #517,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Stealth Barrier,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #518,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Fading Mist,Intact Blueprint,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #519,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Quiet Shadow,Partial Scheme,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #520,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Partial Scheme,Surgical Strike,Radiant Tenacity,Genesis
Genesis Key Card #521,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #522,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Partial Scheme,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #523,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Intact Blueprint,Subtle Slash,Phantom Command,Genesis
Genesis Key Card #524,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Partial Scheme,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #525,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Phantom Invisibility,Partial Scheme,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #526,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #527,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Fading Mist,Emerging Tactic,Radiant Charge,Resonant Stamina,Genesis
Genesis Key Card #528,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Deep Camouflage,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #529,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Deep Camouflage,Intact Blueprint,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #530,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Fading Mist,Intact Blueprint,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #531,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Fading Mist,Masterful Hack,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #532,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Stealth Barrier,Emerging Tactic,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #533,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Fading Mist,Partial Scheme,Radiant Charge,Radiant Tenacity,Genesis
Genesis Key Card #534,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Partial Scheme,Phantom Overthrow,Silent Endurance,Genesis
Genesis Key Card #535,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #536,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Surgical Strike,Radiant Tenacity,Genesis
Genesis Key Card #537,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Intact Blueprint,Subtle Slash,Phantom Command,Genesis
Genesis Key Card #538,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Intact Blueprint,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #539,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Partial Scheme,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #540,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Intact Blueprint,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #541,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Emerging Tactic,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #542,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Partial Scheme,Fierce Breach,Resonant Stamina,Genesis
Genesis Key Card #543,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #544,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #545,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Emerging Tactic,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #546,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Phantom Stratagem,Subtle Slash,Radiant Tenacity,Genesis
Genesis Key Card #547,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Deep Camouflage,Partial Scheme,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #548,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #549,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Subtle Slash,Radiant Tenacity,Genesis
Genesis Key Card #550,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Quiet Shadow,Phantom Stratagem,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #551,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Intact Blueprint,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #552,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Intact Blueprint,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #553,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Emerging Tactic,Phantom Overthrow,Iron Constitution,Genesis
Genesis Key Card #554,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Phantom Invisibility,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #555,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Fierce Breach,Resonant Stamina,Genesis
